Geographic Area Name,Rate_Unemployment_Whole,Rate_Unemployment_White,Rate_Unemployment_Black,Rate_Unemployment_AIndA,Rate_Unemployment_Asian,Unemployment Parity
"Nodaway, Missouri",0.028999999999999998,0.027000000000000003,0.004,0.0,0.0,0.023000000000000003
"Oregon, Missouri",0.035,0.034,,0.0,0.0,
"Osage, Missouri",0.02,0.02,0.14300000000000002,0.0,0.0,-0.12300000000000001
"Ozark, Missouri",0.055999999999999994,0.057,0.0,0.0,,0.057
"Pemiscot, Missouri",0.079,0.06,0.152,,,-0.092
"Perry, Missouri",0.039,0.039,0.0,0.0,0.155,0.039
"Pettis, Missouri",0.06,0.053,0.18100000000000002,0.0,0.0,-0.12800000000000003
"Phelps, Missouri",0.052000000000000005,0.052000000000000005,0.092,0.109,0.019,-0.039999999999999994
"Pike, Missouri",0.049,0.052000000000000005,0.018000000000000002,0.0,0.0,0.034
"Platte, Missouri",0.038,0.032,0.057,0.0,0.075,-0.025
"Polk, Missouri",0.038,0.035,0.0,0.075,0.0,0.035
"Pulaski, Missouri",0.06,0.055999999999999994,0.126,0.078,0.036000000000000004,-0.07
"Putnam, Missouri",0.025,0.025,,0.0,0.0,
"Ralls, Missouri",0.047,0.044000000000000004,0.18,0.0,0.0,-0.13599999999999998
"Randolph, Missouri",0.054000000000000006,0.055999999999999994,0.013999999999999999,0.0,0.0,0.041999999999999996
"Ray, Missouri",0.036000000000000004,0.033,0.052000000000000005,0.551,0.0,-0.019000000000000003
"Reynolds, Missouri",0.055,0.055999999999999994,0.09699999999999999,0.0,0.0,-0.040999999999999995
"Ripley, Missouri",0.057999999999999996,0.057999999999999996,0.0,,0.0,0.057999999999999996
"St. Charles, Missouri",0.028999999999999998,0.027999999999999997,0.044000000000000004,0.054000000000000006,0.031,-0.016000000000000007
"St. Clair, Missouri",0.038,0.038,,0.0,,
"Ste. Genevieve, Missouri",0.035,0.03,0.276,,0.0,-0.24600000000000002
"St. Francois, Missouri",0.05,0.047,0.068,0.0,0.0,-0.021000000000000005
"St. Louis, Missouri",0.047,0.032,0.09,0.10099999999999999,0.023,-0.057999999999999996
"Saline, Missouri",0.034,0.033,0.002,0.0,0.0,0.031
"Schuyler, Missouri",0.039,0.04,,,0.0,
"Scotland, Missouri",0.036000000000000004,0.036000000000000004,,,,
"Scott, Missouri",0.044000000000000004,0.042,0.066,0.0,0.0,-0.024
"Shannon, Missouri",0.061,0.053,,0.0,,
"Shelby, Missouri",0.021,0.021,0.0,,0.0,0.021
"Stoddard, Missouri",0.055,0.055,0.047,,,0.008
"Stone, Missouri",0.064,0.066,0.0,0.081,0.0,0.066
"Sullivan, Missouri",0.02,0.02,0.0,0.0,0.0,0.02
"Taney, Missouri",0.048,0.049,0.012,0.08900000000000001,0.027000000000000003,0.037000000000000005
"Texas, Missouri",0.075,0.07,0.105,0.335,0.0,-0.03499999999999999
"Vernon, Missouri",0.043,0.038,0.619,0.0,0.0,-0.581
"Warren, Missouri",0.045,0.045,0.0,0.0,0.057999999999999996,0.045
"Washington, Missouri",0.073,0.071,0.0,0.0,0.0,0.071
"Wayne, Missouri",0.065,0.066,0.0,0.0,0.0,0.066
"Webster, Missouri",0.045,0.043,0.11599999999999999,0.311,0.15,-0.073
"Worth, Missouri",0.037000000000000005,0.038,,,0.0,
"Wright, Missouri",0.075,0.07400000000000001,0.0,0.171,0.0,0.07400000000000001
"St. Louis city, Missouri",0.07,0.028999999999999998,0.125,0.0,0.051,-0.096
"Beaverhead, Montana",0.038,0.04,0.0,0.0,0.0,0.04
"Big Horn, Montana",0.12,0.018000000000000002,0.0,0.166,,0.018000000000000002
"Blaine, Montana",0.151,0.034,0.0,0.282,0.0,0.034
"Broadwater, Montana",0.08800000000000001,0.09,0.0,0.0,,0.09
"Carbon, Montana",0.040999999999999995,0.04,0.0,0.0,0.0,0.04
"Carter, Montana",0.018000000000000002,0.013999999999999999,,,,
"Cascade, Montana",0.039,0.036000000000000004,0.023,0.13699999999999998,0.006,0.013000000000000005
"Chouteau, Montana",0.027000000000000003,0.019,0.0,0.068,0.0,0.019
"Custer, Montana",0.026000000000000002,0.023,0.0,0.0,0.0,0.023
"Daniels, Montana",0.018000000000000002,0.011000000000000001,,0.18899999999999997,0.0,
"Dawson, Montana",0.018000000000000002,0.019,0.0,0.0,0.0,0.019
"Deer Lodge, Montana",0.036000000000000004,0.038,0.0,,0.0,0.038
"Fallon, Montana",0.011000000000000001,0.012,,,0.0,
"Fergus, Montana",0.031,0.03,0.556,0.08900000000000001,0.0,-0.526
"Flathead, Montana",0.035,0.035,0.0,0.043,0.057,0.035
"Gallatin, Montana",0.027999999999999997,0.028999999999999998,0.0,0.0,0.005,0.028999999999999998
"Garfield, Montana",0.0,0.0,0.0,,,0.0
"Glacier, Montana",0.068,0.028999999999999998,0.0,0.10099999999999999,0.0,0.028999999999999998
"Golden Valley, Montana",0.032,0.034,,,,
"Granite, Montana",0.034,0.034,,0.0,0.0,
"Hill, Montana",0.059000000000000004,0.039,0.0,0.165,0.0,0.039
"Jefferson, Montana",0.039,0.040999999999999995,0.0,0.0,0.0,0.040999999999999995
"Judith Basin, Montana",0.033,0.034,,0.0,,
"Lake, Montana",0.07,0.04,0.0,0.153,0.0,0.04
"Lewis and Clark, Montana",0.031,0.028999999999999998,0.0,0.03,0.0,0.028999999999999998
"Liberty, Montana",0.0,0.0,,,,
"Lincoln, Montana",0.095,0.08900000000000001,0.0,0.047,0.0,0.08900000000000001
"McCone, Montana",0.009000000000000001,0.009000000000000001,,0.0,0.0,
"Madison, Montana",0.025,0.026000000000000002,0.0,,0.0,0.026000000000000002
"Meagher, Montana",0.009000000000000001,0.01,,0.0,0.0,
"Mineral, Montana",0.071,0.068,0.7,0.0,0.0,-0.6319999999999999
"Missoula, Montana",0.044000000000000004,0.042,0.045,0.10300000000000001,0.009000000000000001,-0.0029999999999999957
"Musselshell, Montana",0.053,0.052000000000000005,,0.294,0.0,
"Park, Montana",0.02,0.021,0.0,0.0,0.0,0.021
"Petroleum, Montana",0.039,0.039,,,,
"Phillips, Montana",0.07,0.043,,0.152,,
"Pondera, Montana",0.066,0.037000000000000005,,0.255,0.0,
"Powder River, Montana",0.001,0.001,,0.0,,
"Powell, Montana",0.006999999999999999,0.006,,0.5,,
"Prairie, Montana",0.048,0.049,,,,
"Ravalli, Montana",0.053,0.053,0.0,0.0,0.22899999999999998,0.053
"Richland, Montana",0.023,0.021,,0.044000000000000004,0.0,
"Roosevelt, Montana",0.12,0.028999999999999998,0.0,0.21899999999999997,0.0,0.028999999999999998
"Rosebud, Montana",0.066,0.028999999999999998,0.0,0.161,0.0,0.028999999999999998
"Sanders, Montana",0.055,0.057999999999999996,0.0,0.011000000000000001,0.17600000000000002,0.057999999999999996
"Sheridan, Montana",0.021,0.018000000000000002,,0.0,0.0,
"Silver Bow, Montana",0.046,0.043,0.0,0.217,0.0,0.043
"Stillwater, Montana",0.033,0.034,,0.0,,
"Sweet Grass, Montana",0.008,0.008,,,0.0,
"Teton, Montana",0.017,0.018000000000000002,,0.0,0.0,
"Toole, Montana",0.02,0.023,,0.0,0.0,
"Treasure, Montana",0.0,0.0,,,0.0,
"Valley, Montana",0.052000000000000005,0.03,0.0,0.18100000000000002,0.0,0.03
"Wheatland, Montana",0.032,0.034,,0.0,0.0,
"Wibaux, Montana",0.002,0.002,,0.0,,
"Yellowstone, Montana",0.033,0.03,0.21600000000000003,0.057,0.09300000000000001,-0.18600000000000003
"Adams, Nebraska",0.025,0.025,0.0,0.0,0.0,0.025
"Antelope, Nebraska",0.022000000000000002,0.021,0.3,0.0,0.0,-0.27899999999999997
"Arthur, Nebraska",0.005,0.0,,1.0,,
"Banner, Nebraska",0.005,0.005,,,,
"Blaine, Nebraska",0.0,0.0,,,,
"Boone, Nebraska",0.017,0.017,0.0,0.0,0.0,0.017
"Box Butte, Nebraska",0.05,0.047,0.0,0.303,0.0,0.047
"Boyd, Nebraska",0.013999999999999999,0.006,0.0,0.5,0.0,0.006
"Brown, Nebraska",0.005,0.005,,0.0,0.0,
"Buffalo, Nebraska",0.027000000000000003,0.025,0.0,0.172,0.115,0.025
"Burt, Nebraska",0.039,0.03,0.0,0.423,0.0,0.03
"Butler, Nebraska",0.018000000000000002,0.019,,0.0,0.0,
"Cass, Nebraska",0.032,0.03,0.0,0.513,0.34700000000000003,0.03
"Cedar, Nebraska",0.011000000000000001,0.01,0.0,0.125,,0.01
"Chase, Nebraska",0.025,0.024,0.5,,0.0,-0.476
"Cherry, Nebraska",0.003,0.002,,0.0,0.0,
"Cheyenne, Nebraska",0.024,0.025,0.0,0.0,0.0,0.025
"Clay, Nebraska",0.035,0.036000000000000004,0.0,0.0,0.0,0.036000000000000004
"Colfax, Nebraska",0.021,0.01,0.192,0.0,0.266,-0.182
"Cuming, Nebraska",0.028999999999999998,0.027999999999999997,0.0,0.0,0.0,0.027999999999999997
"Custer, Nebraska",0.026000000000000002,0.027000000000000003,0.0,0.0,0.0,0.027000000000000003
"Dakota, Nebraska",0.038,0.031,0.003,0.127,0.042,0.028
"Dawes, Nebraska",0.022000000000000002,0.022000000000000002,0.017,0.0,0.10300000000000001,0.005000000000000001
"Dawson, Nebraska",0.035,0.036000000000000004,0.01,0.096,0.0,0.026000000000000002
"Deuel, Nebraska",0.049,0.051,0.0,0.0,0.0,0.051
"Dixon, Nebraska",0.025,0.018000000000000002,0.0,0.0,0.0,0.018000000000000002
"Dodge, Nebraska",0.045,0.045,0.034,0.0,0.0,0.010999999999999996
"Douglas, Nebraska",0.04,0.031,0.086,0.128,0.06,-0.05499999999999999
"Dundy, Nebraska",0.017,0.017,,,,
"Fillmore, Nebraska",0.019,0.02,0.0,,0.0,0.02
"Franklin, Nebraska",0.006999999999999999,0.006999999999999999,0.0,0.0,0.0,0.006999999999999999
"Frontier, Nebraska",0.055,0.044000000000000004,0.0,,0.0,0.044000000000000004
"Furnas, Nebraska",0.018000000000000002,0.016,,0.0,,
"Gage, Nebraska",0.034,0.034,0.0,0.0,0.0,0.034
"Garden, Nebraska",0.01,0.01,,0.0,0.0,
"Garfield, Nebraska",0.002,0.002,,,,
"Gosper, Nebraska",0.019,0.019,,,0.0,
"Grant, Nebraska",0.025,0.025,0.0,,,0.025
"Greeley, Nebraska",0.015,0.016,0.0,0.0,0.0,0.016
"Hall, Nebraska",0.04,0.035,0.083,0.0,0.038,-0.048
"Hamilton, Nebraska",0.03,0.025,,0.75,0.28600000000000003,
"Harlan, Nebraska",0.011000000000000001,0.011000000000000001,,0.0,0.0,
"Hayes, Nebraska",0.015,0.015,,,,
"Hitchcock, Nebraska",0.027000000000000003,0.027000000000000003,,,,
"Holt, Nebraska",0.011000000000000001,0.009000000000000001,,0.34299999999999997,0.0,
"Hooker, Nebraska",0.034,0.02,,1.0,,
"Howard, Nebraska",0.035,0.032,,0.0,0.0,
"Jefferson, Nebraska",0.017,0.017,0.0,0.0,,0.017
"Johnson, Nebraska",0.016,0.016,0.0,0.0,0.0,0.016
"Kearney, Nebraska",0.027999999999999997,0.018000000000000002,,0.47100000000000003,0.9059999999999999,
"Keith, Nebraska",0.034,0.026000000000000002,0.0,0.625,0.0,0.026000000000000002
"Keya Paha, Nebraska",0.0,0.0,,,,
"Kimball, Nebraska",0.059000000000000004,0.061,,0.0,0.0,
"Knox, Nebraska",0.028999999999999998,0.019,0.071,0.126,0.16699999999999998,-0.05199999999999999
"Lancaster, Nebraska",0.032,0.027000000000000003,0.106,0.049,0.032,-0.07899999999999999
"Lincoln, Nebraska",0.032,0.03,0.115,0.308,0.0,-0.085
"Logan, Nebraska",0.004,0.004,,0.0,,
"Loup, Nebraska",0.006,0.006,,,,
"McPherson, Nebraska",0.0,0.0,,,,
"Madison, Nebraska",0.031,0.027999999999999997,0.136,0.1,0.022000000000000002,-0.10800000000000001
"Merrick, Nebraska",0.021,0.021,,,0.0,
"Morrill, Nebraska",0.069,0.07200000000000001,0.0,0.0,0.0,0.07200000000000001
"Nance, Nebraska",0.032,0.032,,0.0,,
"Nemaha, Nebraska",0.040999999999999995,0.04,0.0,0.0,0.0,0.04
"Nuckolls, Nebraska",0.019,0.019,,,0.0,
"Otoe, Nebraska",0.023,0.025,0.0,0.0,0.0,0.025
"Pawnee, Nebraska",0.028999999999999998,0.03,0.0,,,0.03
"Perkins, Nebraska",0.013999999999999999,0.013999999999999999,0.0,0.0,,0.013999999999999999
"Phelps, Nebraska",0.006999999999999999,0.006,0.0,0.0,0.0,0.006
"Pierce, Nebraska",0.022000000000000002,0.021,0.0,0.0,0.0,0.021
"Platte, Nebraska",0.03,0.028999999999999998,0.0,0.0,0.061,0.028999999999999998
"Polk, Nebraska",0.05,0.05,0.0,0.0,,0.05
"Red Willow, Nebraska",0.033,0.035,0.0,0.0,0.0,0.035
"Richardson, Nebraska",0.034,0.037000000000000005,0.0,0.0,,0.037000000000000005
"Rock, Nebraska",0.003,0.003,0.0,0.0,,0.003
"Saline, Nebraska",0.039,0.044000000000000004,0.0,0.0,0.0,0.044000000000000004
"Sarpy, Nebraska",0.028999999999999998,0.027000000000000003,0.04,0.07200000000000001,0.045,-0.012999999999999998
"Saunders, Nebraska",0.023,0.023,0.0,0.0,0.0,0.023
"Scotts Bluff, Nebraska",0.051,0.049,0.0,0.07,0.04,0.049
"Seward, Nebraska",0.019,0.018000000000000002,0.0,0.0,0.0,0.018000000000000002
"Sheridan, Nebraska",0.017,0.006,0.0,0.025,0.0,0.006
"Sherman, Nebraska",0.031,0.032,0.0,,0.0,0.032
"Sioux, Nebraska",0.017,0.008,0.0,0.0,,0.008
"Stanton, Nebraska",0.017,0.018000000000000002,0.0,,0.0,0.018000000000000002
"Thayer, Nebraska",0.016,0.016,0.0,0.0,,0.016
"Thomas, Nebraska",0.011000000000000001,0.011000000000000001,,,,
"Thurston, Nebraska",0.133,0.013000000000000001,0.0,0.242,0.0,0.013000000000000001
"Valley, Nebraska",0.011000000000000001,0.011000000000000001,0.0,0.0,,0.011000000000000001
"Washington, Nebraska",0.026000000000000002,0.026000000000000002,0.0,0.889,0.0,0.026000000000000002
"Wayne, Nebraska",0.025,0.025,0.11599999999999999,0.455,0.0,-0.091
"Webster, Nebraska",0.021,0.022000000000000002,,,,
"Wheeler, Nebraska",0.0,0.0,,,0.0,
"York, Nebraska",0.027000000000000003,0.026000000000000002,0.0,0.0,0.0,0.026000000000000002
"Churchill, Nevada",0.06,0.049,0.075,0.195,0.078,-0.025999999999999995
"Clark, Nevada",0.064,0.059000000000000004,0.10400000000000001,0.07400000000000001,0.049,-0.045000000000000005
"Douglas, Nevada",0.042,0.042,0.138,0.11800000000000001,0.0,-0.096
"Elko, Nevada",0.047,0.043,0.015,0.095,0.0,0.027999999999999997
"Esmeralda, Nevada",0.028999999999999998,0.032,0.0,0.0,,0.032
"Eureka, Nevada",0.0,0.0,,0.0,0.0,
"Humboldt, Nevada",0.034,0.032,0.0,0.129,0.0,0.032
"Lander, Nevada",0.08199999999999999,0.075,1.0,0.184,0.0,-0.925
"Lincoln, Nevada",0.076,0.078,,0.0,,
"Lyon, Nevada",0.07400000000000001,0.067,0.142,0.106,0.035,-0.07499999999999998
"Mineral, Nevada",0.11199999999999999,0.08199999999999999,0.0,0.24600000000000002,,0.08199999999999999
"Nye, Nevada",0.095,0.098,0.171,0.168,0.049,-0.07300000000000001
"Pershing, Nevada",0.076,0.067,0.5,0.12,0.0,-0.433
"Storey, Nevada",0.03,0.032,,0.0,0.0,
"Washoe, Nevada",0.053,0.048,0.078,0.136,0.042,-0.03
"White Pine, Nevada",0.034,0.023,1.0,0.147,0.0,-0.977
"Carson City, Nevada",0.051,0.047,0.087,0.071,0.015,-0.039999999999999994
"Belknap, New Hampshire",0.039,0.04,0.0,0.0,0.0,0.04
"Carroll, New Hampshire",0.03,0.027999999999999997,0.239,0.0,0.061,-0.211
"Cheshire, New Hampshire",0.034,0.034,0.0,0.0,0.04,0.034
"Coos, New Hampshire",0.055,0.055,0.0,0.276,0.0,0.055
"Grafton, New Hampshire",0.028999999999999998,0.028999999999999998,0.017,0.0,0.001,0.011999999999999997
"Hillsborough, New Hampshire",0.04,0.037000000000000005,0.107,0.063,0.038,-0.06999999999999999
"Merrimack, New Hampshire",0.036000000000000004,0.035,0.059000000000000004,0.0,0.045,-0.024
"Rockingham, New Hampshire",0.032,0.031,0.049,0.0,0.053,-0.018000000000000002
"Strafford, New Hampshire",0.038,0.038,0.039,0.0,0.01,-0.0010000000000000009
"Sullivan, New Hampshire",0.028999999999999998,0.03,0.0,0.017,0.0,0.03
"Atlantic, New Jersey",0.084,0.067,0.13,0.34600000000000003,0.084,-0.063
"Bergen, New Jersey",0.04,0.040999999999999995,0.046,0.048,0.033,-0.0050000000000000044
"Burlington, New Jersey",0.057,0.046,0.10400000000000001,0.105,0.046,-0.05800000000000001
"Camden, New Jersey",0.066,0.054000000000000006,0.11,0.135,0.054000000000000006,-0.055999999999999994
"Cape May, New Jersey",0.068,0.061,0.18100000000000002,0.0,0.09300000000000001,-0.12000000000000002
"Cumberland, New Jersey",0.073,0.063,0.113,0.212,0.013999999999999999,-0.05
"Essex, New Jersey",0.081,0.045,0.124,0.09300000000000001,0.043,-0.079
"Gloucester, New Jersey",0.055,0.049,0.09,0.0,0.048,-0.040999999999999995
"Hudson, New Jersey",0.052000000000000005,0.045,0.09,0.036000000000000004,0.037000000000000005,-0.045
"Hunterdon, New Jersey",0.038,0.036000000000000004,0.09,0.0,0.049,-0.05399999999999999
"Mercer, New Jersey",0.061,0.047,0.11699999999999999,0.021,0.044000000000000004,-0.06999999999999999
"Middlesex, New Jersey",0.052000000000000005,0.048,0.07200000000000001,0.065,0.046,-0.024000000000000007
"Monmouth, New Jersey",0.049,0.045,0.09699999999999999,0.073,0.042,-0.05199999999999999
"Morris, New Jersey",0.043,0.04,0.09,0.039,0.045,-0.049999999999999996
"Ocean, New Jersey",0.051,0.05,0.06,0.098,0.031,-0.009999999999999995
"Passaic, New Jersey",0.045,0.045,0.061,0.16,0.037000000000000005,-0.016
"Salem, New Jersey",0.06,0.051,0.128,0.0,0.022000000000000002,-0.07700000000000001
"Somerset, New Jersey",0.046,0.044000000000000004,0.065,0.0,0.035,-0.020999999999999998
"Sussex, New Jersey",0.051,0.05,0.084,0.135,0.038,-0.034
"Union, New Jersey",0.057,0.051,0.08,0.027999999999999997,0.039,-0.029000000000000005
"Warren, New Jersey",0.059000000000000004,0.057,0.09699999999999999,0.183,0.053,-0.03999999999999999
"Bernalillo, New Mexico",0.057,0.053,0.066,0.10300000000000001,0.061,-0.013000000000000005
"Catron, New Mexico",0.08199999999999999,0.085,,,,
"Chaves, New Mexico",0.051,0.044000000000000004,0.055999999999999994,0.19699999999999998,0.0,-0.01199999999999999
"Cibola, New Mexico",0.13699999999999998,0.09699999999999999,0.109,0.188,0.0,-0.01200000000000001
"Colfax, New Mexico",0.061,0.063,0.0,0.027000000000000003,0.0,0.063
"Curry, New Mexico",0.064,0.061,0.045,0.026000000000000002,0.063,0.016
"De Baca, New Mexico",0.106,0.025,0.0,,,0.025
"Doña Ana, New Mexico",0.077,0.078,0.059000000000000004,0.10400000000000001,0.01,0.018999999999999996
"Eddy, New Mexico",0.045,0.045,0.10400000000000001,0.040999999999999995,0.0,-0.05900000000000001
"Grant, New Mexico",0.071,0.06,0.0,0.34600000000000003,0.0,0.06
"Guadalupe, New Mexico",0.07,0.075,,0.0,,
"Harding, New Mexico",0.011000000000000001,0.016,,,,
"Hidalgo, New Mexico",0.076,0.077,0.0,0.16699999999999998,,0.077
"Lea, New Mexico",0.063,0.062,0.102,0.022000000000000002,0.022000000000000002,-0.039999999999999994
"Lincoln, New Mexico",0.044000000000000004,0.042,0.048,0.0,0.0,-0.005999999999999998
"Los Alamos, New Mexico",0.034,0.036000000000000004,0.0,0.138,0.0,0.036000000000000004
"Luna, New Mexico",0.11800000000000001,0.11599999999999999,0.271,0.174,0.188,-0.15500000000000003
"McKinley, New Mexico",0.14,0.034,0.0,0.174,0.03,0.034
"Mora, New Mexico",0.091,0.121,,0.8,,
"Otero, New Mexico",0.076,0.064,0.079,0.18,0.11199999999999999,-0.015
"Quay, New Mexico",0.052000000000000005,0.053,0.0,0.0,0.048,0.053
"Rio Arriba, New Mexico",0.079,0.086,0.034,0.146,0.0,0.05199999999999999
"Roosevelt, New Mexico",0.087,0.095,0.243,0.087,0.0,-0.148
"Sandoval, New Mexico",0.07,0.057,0.132,0.127,0.06,-0.07500000000000001
"San Juan, New Mexico",0.087,0.068,0.021,0.122,0.091,0.047
"San Miguel, New Mexico",0.083,0.08800000000000001,0.031,0.0,0.0,0.05700000000000001
"Santa Fe, New Mexico",0.040999999999999995,0.038,0.035,0.064,0.03,0.0029999999999999957
"Sierra, New Mexico",0.109,0.083,0.0,0.537,0.115,0.083
"Socorro, New Mexico",0.047,0.03,0.0,0.121,0.0,0.03
"Taos, New Mexico",0.087,0.092,0.409,0.085,0.0,-0.31699999999999995
"Torrance, New Mexico",0.069,0.063,0.19399999999999998,0.0,0.0,-0.13099999999999998
"Union, New Mexico",0.027000000000000003,0.027999999999999997,0.4,0.0,,-0.372
"Valencia, New Mexico",0.075,0.068,0.098,0.17800000000000002,0.0,-0.03
"Albany, New York",0.045,0.034,0.10800000000000001,0.066,0.032,-0.07400000000000001
"Allegany, New York",0.049,0.048,0.009000000000000001,0.0,0.115,0.039
"Bronx, New York",0.1,0.08,0.115,0.122,0.063,-0.035
"Broome, New York",0.062,0.055,0.146,0.25,0.061,-0.091
"Cattaraugus, New York",0.055,0.051,0.225,0.13,0.013999999999999999,-0.17400000000000002
"Cayuga, New York",0.045,0.044000000000000004,0.07,0.397,0.0,-0.026000000000000002
"Chautauqua, New York",0.061,0.057,0.065,0.253,0.0,-0.008
"Chemung, New York",0.055999999999999994,0.051,0.092,0.0,0.024,-0.041
"Chenango, New York",0.06,0.059000000000000004,0.005,0.141,0.0,0.054000000000000006
"Clinton, New York",0.044000000000000004,0.039,0.255,0.191,0.046,-0.216
"Columbia, New York",0.049,0.048,0.048,0.0,0.09300000000000001,0.0
"Cortland, New York",0.053,0.053,0.051,0.0,0.063,0.0020000000000000018
"Delaware, New York",0.047,0.047,0.066,0.067,0.0,-0.019000000000000003
"Dutchess, New York",0.05,0.043,0.09300000000000001,0.0,0.067,-0.05000000000000002
"Erie, New York",0.043,0.033,0.099,0.11599999999999999,0.040999999999999995,-0.066
"Essex, New York",0.05,0.049,0.122,0.0,0.055999999999999994,-0.073
"Franklin, New York",0.07,0.051,0.095,0.413,0.055,-0.044000000000000004
"Fulton, New York",0.051,0.049,0.14,0.0,0.009000000000000001,-0.09100000000000001
"Genesee, New York",0.040999999999999995,0.04,0.04,0.027999999999999997,0.0,0.0
"Greene, New York",0.039,0.036000000000000004,0.037000000000000005,0.748,0.0,-0.0010000000000000009
"Hamilton, New York",0.036000000000000004,0.036000000000000004,0.0,0.0,,0.036000000000000004
"Herkimer, New York",0.059000000000000004,0.055999999999999994,0.157,0.21,0.038,-0.101
"Jefferson, New York",0.062,0.06,0.102,0.061,0.071,-0.041999999999999996
"Kings, New York",0.062,0.046,0.086,0.086,0.052000000000000005,-0.039999999999999994
"Lewis, New York",0.048,0.047,0.25,0.0,0.618,-0.203
"Livingston, New York",0.035,0.033,0.078,0.17600000000000002,0.045,-0.045
"Madison, New York",0.04,0.040999999999999995,0.0,0.07200000000000001,0.0,0.040999999999999995
"Monroe, New York",0.055,0.040999999999999995,0.125,0.11,0.036000000000000004,-0.084
"Montgomery, New York",0.066,0.063,0.069,0.0,0.018000000000000002,-0.006000000000000005
"Nassau, New York",0.039,0.035,0.062,0.039,0.027999999999999997,-0.026999999999999996
"New York, New York",0.052000000000000005,0.036000000000000004,0.10300000000000001,0.15,0.042,-0.067
"Niagara, New York",0.05,0.046,0.095,0.07400000000000001,0.068,-0.049
"Oneida, New York",0.046,0.039,0.135,0.054000000000000006,0.028999999999999998,-0.096
"Onondaga, New York",0.053,0.040999999999999995,0.132,0.107,0.06,-0.09100000000000001
"Ontario, New York",0.035,0.03,0.07400000000000001,0.0,0.0,-0.04400000000000001
"Orange, New York",0.043,0.040999999999999995,0.054000000000000006,0.092,0.027000000000000003,-0.013000000000000012
"Orleans, New York",0.054000000000000006,0.048,0.11,0.0,0.0,-0.062
"Oswego, New York",0.069,0.066,0.226,0.0,0.055,-0.16
"Otsego, New York",0.057999999999999996,0.055999999999999994,0.065,0.43799999999999994,0.064,-0.009000000000000008
"Putnam, New York",0.046,0.046,0.065,0.272,0.011000000000000001,-0.019000000000000003
"Queens, New York",0.055999999999999994,0.046,0.083,0.07200000000000001,0.047,-0.037000000000000005
"Rensselaer, New York",0.047,0.043,0.086,0.046,0.027000000000000003,-0.043
"Richmond, New York",0.046,0.042,0.068,0.0,0.043,-0.026000000000000002
"Rockland, New York",0.055,0.051,0.06,0.158,0.035,-0.009000000000000001
"St. Lawrence, New York",0.07400000000000001,0.073,0.098,0.094,0.086,-0.02500000000000001
"Saratoga, New York",0.035,0.034,0.04,0.0,0.027999999999999997,-0.005999999999999998
"Schenectady, New York",0.066,0.051,0.17800000000000002,0.05,0.068,-0.12700000000000003
"Schoharie, New York",0.054000000000000006,0.051,0.131,0.0,0.138,-0.08000000000000002
"Schuyler, New York",0.055999999999999994,0.053,0.377,,0.0,-0.324
"Seneca, New York",0.036000000000000004,0.036000000000000004,0.02,0.29600000000000004,0.0,0.016000000000000004
"Steuben, New York",0.063,0.061,0.142,0.0,0.071,-0.08099999999999999
"Suffolk, New York",0.042,0.039,0.055999999999999994,0.091,0.040999999999999995,-0.016999999999999994
"Sullivan, New York",0.075,0.061,0.161,0.235,0.09300000000000001,-0.1
"Tioga, New York",0.061,0.062,0.0,0.0,0.0,0.062
"Tompkins, New York",0.038,0.035,0.066,0.0,0.033,-0.031
"Ulster, New York",0.051,0.047,0.068,0.0,0.034,-0.021000000000000005
"Warren, New York",0.04,0.038,0.191,0.0,0.0,-0.153
"Washington, New York",0.048,0.05,0.0,0.048,0.0,0.05
"Wayne, New York",0.051,0.047,0.231,0.0,0.027999999999999997,-0.184
"Westchester, New York",0.054000000000000006,0.047,0.076,0.068,0.051,-0.028999999999999998
"Wyoming, New York",0.055999999999999994,0.048,0.299,0.125,0.409,-0.251
"Yates, New York",0.040999999999999995,0.04,0.07,0.0,0.273,-0.030000000000000006
"Alamance, North Carolina",0.053,0.038,0.095,0.045,0.066,-0.057
"Alexander, North Carolina",0.051,0.053,0.040999999999999995,0.0,0.0,0.012000000000000004
"Alleghany, North Carolina",0.039,0.039,0.0,0.0,0.0,0.039
"Anson, North Carolina",0.084,0.044000000000000004,0.124,,0.209,-0.07999999999999999
"Ashe, North Carolina",0.036000000000000004,0.033,0.111,0.0,0.0,-0.078
"Avery, North Carolina",0.046,0.047,0.078,0.0,0.0,-0.031
"Beaufort, North Carolina",0.071,0.059000000000000004,0.11,0.0,0.0,-0.051
"Bertie, North Carolina",0.109,0.021,0.163,0.0,0.239,-0.14200000000000002
"Bladen, North Carolina",0.051,0.049,0.063,0.051,0.0,-0.013999999999999999
"Brunswick, North Carolina",0.057999999999999996,0.054000000000000006,0.081,0.078,0.05,-0.026999999999999996
"Buncombe, North Carolina",0.032,0.03,0.055,0.139,0.04,-0.025
"Burke, North Carolina",0.07400000000000001,0.063,0.22699999999999998,0.177,0.05,-0.16399999999999998
"Cabarrus, North Carolina",0.05,0.035,0.09699999999999999,0.048,0.026000000000000002,-0.061999999999999986
"Caldwell, North Carolina",0.063,0.064,0.047,0.18,0.0,0.017
"Camden, North Carolina",0.075,0.076,0.081,,0.0,-0.0050000000000000044
"Carteret, North Carolina",0.057,0.054000000000000006,0.11699999999999999,0.0,0.032,-0.06299999999999999
