State,County,AreaName,FIPS,Vax_White,Vax_Black,VaxNumb_White,VaxNumb_Black,Total_Whole,Total_White,Total_Black,HighSchool_Rate,HighSchool_White,HighSchool_Black,Bachelor_Rate,Bachelor_White,Bachelor_Black,IT_Rate,IT_White,IT_Black,CnoI_Rate,CnoI_White,CnoI_Black,noC_Rate,noC_White,noC_Black,Unemployment_Rate,Unemployment_White,Unemployment_Black,TCI,fixed_d,fixed_u,fixed_lat,mobile_d,mobile_u,mobile_lat,undervaccination,barriers,resource_constrained,inaccessibility,irregular_behavior,CVAC,FQHC,FacDensity10K,HOPD,PHMCY,RUHC,cases,deaths,incident_rate,mortality,winner,votes_R,votes_D,votes_3party,votes_total,republican,republican_rate,MeanIncome,MeanIncome_White,MeanIncome_Black,MedianIncome,MedianIncome_White,MedianIncome_Black,AREA_SQMI,DENSITY,EP_POV,Age65,EP_DISABL,EP_MINRTY,EP_LIMENG,EP_NOVEH,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,Rate_poorhealth,Num_providerb,Num_providerc,injury_deaths,Segregation,AvgTrafficVolume,Rate_viocrime,Above75_Rate,Above75_White,Above75_Black,Above65_Rate,Above65_White,Above65_Black,Below19_Rate,Below19_White,Below19_Black,Below24_Rate,Below24_White,Below24_Black,Below29_Rate,Below29_White,Below29_Black,Below39_Rate,Below39_White,Below39_Black,urban,FluVax_Rate,FluVax_White,FluVax_Black,racial_bias,racial_weighted_bias,racial_explicit_bias,racial_weighted_explicit_bias,sex_bias,sex_weighted_bias,sex_explicit_bias,sex_weighted_explicit_bias,hesitancy,strong_hesitancy,Vax_Disparity,HighSchool_Disparity,Bachelor_Disparity,IT_Disparity,CnoI_Disparity,noC_Disparity,Above75_Disparity,Unemployment_Disparity,MeanIncome_Disparity,MedianIncome_Disparity,FluVax_Disparity
North Carolina,Bladen,"Bladen, North Carolina",37017,0.2582315387322174,,5137.0,,32722,19893,11135,0.5845985667435929,0.865,0.7559999999999999,0.1132029636827401,0.21,0.0819999999999999,0.753,0.8140000000000001,0.642,0.103,0.068,0.1669999999999999,0.14,0.1159999999999999,0.182,0.051,0.049,0.063,0.0,83.30304301075267,11.23486559139785,49.70107526881721,39.04947333333334,9.449333333333335,58.39333333333333,0.631327602674308,0.960203756765361,0.87774594078319,0.94492199936326,0.464820120980579,0.905444126074498,2,1.8336,0,4,0,3120,41,9534.869506753868,1.314102564102564,R,9676,7326,106,17108,1,0.5655833528173954,23440.0,28593.0,15966.0,36173.0,45074.0,24195.0,874.8637816,38.60943921832596,0.26,0.2,0.205,0.4529999999999999,0.016,0.104,0.9061,0.9338,0.8341,0.7555,0.9446,0.271,10,8,97.4,28.702388938,18.545636813,223.93201654,0.0899700507303954,0.0985773890313175,0.0816344858554108,0.2279506142656316,0.2413914442266123,0.2207453973955994,0.2239166310127743,0.2084652892977429,0.228199371351594,0.2773057881547582,0.2582315387322174,0.2853165693758419,0.3352790171749893,0.3105615040466495,0.35482712168837,0.4364342032883075,0.4090383552003217,0.4565783565334531,0.0,0.34,0.37,0.28,0.535862461893816,0.425453973653499,0.957446808510638,0.853718235485217,0.227021135080162,0.342981326205634,1.70833333333333,1.65986876533898,0.21,0.09,,0.1090000000000001,0.12800000000000009,0.17200000000000004,-0.0989999999999999,-0.0660000000000001,0.0169429031759067,-0.013999999999999999,12627.0,20879.0,0.08999999999999997
North Carolina,Brunswick,"Brunswick, North Carolina",37019,0.3902861397035023,0.28228962818003916,48230.0,4039.0,142820,123576,14308,0.7204268222821396,0.923,0.882,0.2365243161906798,0.32,0.146,0.8640000000000001,0.8859999999999999,0.733,0.076,0.066,0.0819999999999999,0.055,0.043,0.185,0.0579999999999999,0.054,0.081,0.1,153.044670922992,70.45404674075824,18.58083077165603,43.55002377179081,8.168968304278923,44.06022187004754,0.284941101560013,0.230818210760904,0.622413244189749,0.403374721426297,0.262655205348615,0.27316141356256,5,2.4506,1,28,1,8657,147,6061.475983755778,1.6980478225713296,R,55850,33310,852,90012,1,0.6204728258454428,33312.0,35576.0,23097.0,58236.0,60112.0,36946.0,849.1869345,149.38995743580884,0.129,0.293,0.175,0.182,0.009,0.04,0.3592,0.348,0.5603,0.3419,0.3583,0.175,13,9,83.5,41.334180146,43.278357978,141.43283686,0.1071278532418428,0.1145368032627694,0.0646491473301649,0.3263198431592214,0.3497119181718133,0.1901733296058149,0.1618190729589693,0.1474477244772447,0.2225328487559407,0.1999439854362134,0.1824221531689001,0.2773972602739726,0.2455048312561266,0.2243720463520424,0.3454710651383841,0.3365004901274331,0.3113549556548197,0.4668017892088342,1.0,0.6,0.61,0.42,0.387725243244622,0.405096583668335,1.02978723404255,0.914731829756131,0.386932921906732,0.400252105533193,1.63714285714286,1.61187593135639,0.15,0.06,0.10799651152346312,0.041000000000000036,0.17400000000000002,0.1529999999999999,-0.015999999999999903,-0.14200000000000002,0.0498876559326045,-0.027000000000000003,12479.0,23166.0,0.19
North Carolina,Buncombe,"Buncombe, North Carolina",37021,0.33217473193074076,0.25427258805513014,77601.0,4151.0,261191,233615,16325,0.6753921674528018,0.915,0.9,0.3006437107182435,0.418,0.178,0.846,0.851,0.753,0.068,0.067,0.073,0.084,0.08,0.172,0.032,0.03,0.055,1.0,134.5866921378952,36.33157774459521,29.88534701032266,37.80737434782608,8.731378695652174,50.89782608695652,0.398599172238141,0.419293218720153,0.416746259153136,0.528812480101878,0.360713148678765,0.382362304998408,7,2.5652,1,57,2,16632,309,6367.753865944845,1.8578643578643577,R,62412,96515,2227,161154,1,0.3872817305186343,32426.0,33767.0,21864.0,52207.0,53599.0,33324.0,656.4965596,387.62427049891886,0.123,0.19,0.136,0.1639999999999999,0.019,0.051,0.2134,0.07,0.6587,0.8838,0.3799,0.139,16,11,72.2,48.736547437,270.1721254,263.28126391,0.0831039354342224,0.0878924726580056,0.0477182235834609,0.2048079757725189,0.2144254435716884,0.1457886676875957,0.2034449885332955,0.1919012049739956,0.2599081163859111,0.257811333468611,0.2442993814609507,0.3291271056661562,0.3275572282352761,0.3128009759647283,0.4150076569678407,0.4669303306775501,0.4525094707103568,0.545114854517611,1.0,0.56,0.57,0.35,0.347344767675503,0.360447297171583,0.558946738479952,0.515682524848035,0.153855251820003,0.185868329451982,0.391061452513966,0.372105638469601,0.17,0.06,0.07790214387561062,0.015000000000000013,0.24,0.09799999999999998,-0.0059999999999999915,-0.09199999999999998,0.04017424907454469,-0.025,11903.0,20275.0,0.21999999999999997
North Carolina,Burke,"Burke, North Carolina",37023,0.2663706137536258,0.23236381166639886,20754.0,1446.0,90485,77914,6223,0.5979517560477158,0.831,0.8370000000000001,0.1226076074352174,0.18,0.049,0.78,0.772,0.8009999999999999,0.0969999999999999,0.0969999999999999,0.0289999999999999,0.119,0.127,0.16,0.074,0.063,0.2269999999999999,0.0,107.3331690806045,20.17745056675063,40.51605793450882,39.30254875717017,8.561726577437858,55.73422562141491,0.402737981534543,0.873607131486788,0.626552053486151,0.677491244826488,0.375676536134989,0.65966252785737,3,2.3208,1,17,0,9612,147,10622.755152787757,1.529338327091136,R,31019,13118,396,44533,1,0.69653964475782,24481.0,26298.0,17761.0,44557.0,45875.0,35451.0,506.2364319,177.21363842442963,0.181,0.192,0.204,0.183,0.016,0.051,0.8376,0.6387,0.6517,0.7924,0.8487,0.221,13,11,79.9,50.511264051,96.473698281,178.6921112,0.0896833729347405,0.0977616346227892,0.0547967218383416,0.2068851190805105,0.2227712606206843,0.1497669934115378,0.2106426479526993,0.1912493261801473,0.3017837056082275,0.2680665303641487,0.2439869599815181,0.3941828699983931,0.3324197380781345,0.3053751572246322,0.462959987144464,0.4431673758081449,0.4133916882716841,0.5603406717017516,1.0,0.53,0.54,0.41,0.358789061118729,0.395159620102996,1.215859030837,0.994353787943661,0.354103799567629,0.377317565007051,2.17796610169492,2.04943263524052,0.19,0.08,0.03400680208722695,-0.006000000000000116,0.131,-0.028999999999999915,0.068,-0.033,0.0429649127844476,-0.1639999999999999,8537.0,10424.0,0.13000000000000006
North Carolina,Cabarrus,"Cabarrus, North Carolina",37025,0.21400810491719582,0.1808243011308866,33534.0,7691.0,216453,156695,42533,0.5958265011321934,0.912,0.8859999999999999,0.2152484969157492,0.325,0.264,0.914,0.924,0.8740000000000001,0.042,0.035,0.055,0.042,0.037,0.069,0.05,0.035,0.0969999999999999,0.7,168.2908816442988,47.72309125013209,18.20273697558914,53.89463255240444,13.55977065351418,33.36128236744759,0.480738618274435,0.142629735752945,0.808978032473734,0.317733205985355,0.444126074498567,0.405603311047437,2,1.848,1,37,0,20099,244,9285.618586944973,1.213990745808249,R,63237,52162,1493,116892,1,0.5409865516887383,32255.0,35304.0,23918.0,67328.0,71126.0,49750.0,361.2378374,557.6602978522869,0.109,0.128,0.106,0.332,0.022,0.043,0.3191,0.3578,0.8103,0.3633,0.4175,0.155,13,8,64.2,29.377010375,116.0577952,117.17978764,0.0539331864192226,0.0643160279523916,0.0310347259774763,0.1342739532369613,0.1551421551421551,0.0921402205346436,0.2781435230742932,0.2561153833881107,0.309218724284673,0.3345714774108005,0.3105587287405469,0.3743446265252863,0.3970561738576041,0.3717668081304445,0.4467119648273105,0.5334322000619072,0.5005967005967006,0.5856864082006912,1.0,0.52,0.55,0.38,0.41806950418918,0.413666315867954,0.992700729927007,0.879765923442354,0.380146599790683,0.394487554161681,1.74350086655113,1.68819849786247,0.17,0.07,0.033183803786309224,0.026000000000000134,0.061,0.04999999999999993,-0.019999999999999997,-0.03200000000000001,0.033281301974915294,-0.0619999999999999,11386.0,21376.0,0.17000000000000004
North Carolina,Caldwell,"Caldwell, North Carolina",37027,0.25298881604319323,0.22487022180273714,19024.0,953.0,82178,75197,4238,0.5757204851452098,0.804,0.818,0.1143256308494986,0.159,0.109,0.8420000000000001,0.847,0.738,0.053,0.049,0.09,0.099,0.099,0.1689999999999999,0.063,0.064,0.047,0.0,122.2125765137614,23.92290458715596,39.11743119266055,26.6623185483871,6.02763508064516,71.09475806451613,0.348296720789557,0.71474052849411,0.799426934097421,0.66634829672079,0.357847819165871,0.63769500159185,3,1.8253,1,11,0,9017,102,10972.523059699675,1.1311966285904402,R,32119,10245,385,42749,1,0.7513392126131605,23869.0,25175.0,13953.0,44511.0,45797.0,27283.0,471.8909698,173.30062500382266,0.166,0.1889999999999999,0.183,0.124,0.015,0.048,0.7818,0.5135,0.5686,0.3693,0.651,0.211,13,11,80.4,62.148683173,64.392493364,168.59878412,0.0831122684903502,0.0866124978390095,0.0556866446436998,0.2040570468981966,0.2110456534170246,0.158329400660689,0.2195964856774319,0.208917908959134,0.2680509674374705,0.2743800043807345,0.2622578028378792,0.339782916470033,0.336793302343693,0.3237230208651941,0.413874469089193,0.4442916595682543,0.4301634373711717,0.526899480887211,1.0,0.55,0.56,0.45,0.356549994168996,0.401004826426829,1.00847457627119,0.881223006887187,0.288480903500367,0.347883686245207,1.08333333333333,1.22856753985642,0.2,0.08,0.028118594240456096,-0.013999999999999901,0.05,0.10899999999999999,-0.040999999999999995,-0.0699999999999999,0.030925853195309695,0.017,11222.0,18514.0,0.11000000000000004
North Carolina,Camden,"Camden, North Carolina",37029,0.23967494155627295,,2153.0,,10867,8983,1254,0.6103822019395322,0.888,0.747,0.1211256892945426,0.168,0.2269999999999999,0.906,0.91,0.858,0.052,0.053,0.057,0.038,0.036,0.063,0.075,0.076,0.081,0.0,106.556373015873,21.49927645502646,175.8465608465608,63.07713043478261,16.29901449275362,49.97101449275362,0.419929958611907,0.0958293537090099,0.995224450811843,0.278573702642471,0.368672397325692,0.39541547277937,0,0.9202,0,1,0,628,5,5778.963835465171,0.7961783439490446,R,4312,1537,89,5938,1,0.7261704277534523,28221.0,29397.0,25162.0,64572.0,66087.0,59808.0,240.328681,43.4696348206563,0.1119999999999999,0.171,0.136,0.196,0.0069999999999999,0.019,0.585,0.4253,0.5234,0.0341,0.307,0.203,8,6,48.2,11.305749314,24.506464057,63.005864392,0.0715928959234379,0.0744740064566403,0.0741626794258373,0.1686758074905677,0.1672047200267171,0.2224880382775119,0.247998527652526,0.240008905710787,0.2001594896331738,0.2930891690438943,0.2815317822553712,0.2607655502392344,0.3454495260881568,0.3329622620505399,0.3197767145135566,0.4763044078402503,0.4684403873984192,0.4274322169059011,0.0,0.49,0.51,0.42,0.420914698501028,0.412984331935142,1.27272727272727,0.897029916894558,0.31651123972051,0.375815516238644,1.4,1.58420846685781,0.18,0.07,,0.14100000000000001,-0.058999999999999886,0.052000000000000046,-0.0040000000000000036,-0.027000000000000003,0.00031132703080299917,-0.0050000000000000044,4235.0,6279.0,0.09000000000000002
North Carolina,Carteret,"Carteret, North Carolina",37031,0.3355102431858464,,21012.0,,69473,62627,3922,0.6957065689348111,0.922,0.825,0.2218395372455512,0.297,0.191,0.879,0.887,0.727,0.061,0.0579999999999999,0.115,0.0579999999999999,0.053,0.15,0.057,0.054,0.1169999999999999,0.0,113.0765535148828,13.98532594469073,26.63901203293224,54.45789000000001,8.863179999999998,53.9175,0.289079910856415,0.0881884750079593,0.503979624323464,0.541228907991086,0.305316778096148,0.247691817892391,0,2.7349,1,17,1,4834,45,6958.098829761202,0.9309060819197352,R,30028,12093,494,42615,1,0.7046345183620791,33722.0,34762.0,21335.0,57194.0,58239.0,35804.0,507.6068457,135.77437062527778,0.1159999999999999,0.236,0.196,0.136,0.008,0.048,0.3232,0.5925,0.4852,0.5151,0.4255,0.176,12,6,81.4,46.719950264,129.65478889,,0.1011472082679602,0.1064876171619269,0.0665476797552269,0.2571790479754725,0.2686221597713446,0.1932687404385517,0.1901026297986268,0.1803854567518801,0.2037225905150433,0.2345947346451139,0.2230028581921535,0.2608363080061193,0.2853482647935169,0.271496319478819,0.328658847526772,0.38996444661955,0.3741197885895859,0.4584395716471188,0.0,0.51,0.52,0.33,0.384763514519107,0.406310230933224,0.785714285714286,0.782839950650159,0.368504901744663,0.385324500292662,1.41984732824427,1.43517387613521,0.17,0.07,,0.09700000000000009,0.10599999999999998,0.16000000000000003,-0.057000000000000106,-0.097,0.0399399374067,-0.06299999999999989,13427.0,22435.0,0.19
North Carolina,Caswell,"Caswell, North Carolina",37033,0.27862333744686685,,4064.0,,22604,14586,7295,0.5913664394677053,0.828,0.7829999999999999,0.1218528307135902,0.186,0.102,0.7340000000000001,0.763,0.6409999999999999,0.125,0.104,0.183,0.135,0.128,0.168,0.054,0.045,0.075,0.0,87.67437735849056,7.002423480083857,99.49475890985325,20.12983850931677,6.103186335403727,93.5776397515528,0.441260744985673,0.911811524992041,0.927411652340019,0.86341929321872,0.407195160776823,0.826806749442853,6,3.0968,0,1,0,2085,27,9224.0311449301,1.2949640287769784,R,7089,4860,91,12040,1,0.5887873754152824,23901.0,26933.0,18683.0,45733.0,50057.0,40572.0,425.3657552,53.47398026741763,0.196,0.2019999999999999,0.183,0.3879999999999999,0.01,0.098,0.8261,0.2792,0.7316,0.8981,0.836,0.205,11,10,93.2,21.119818339,18.276575648,254.8408878,0.0901610334454078,0.0907034142328259,0.0945853324194653,0.221420987435852,0.2169888934594817,0.2420836189170664,0.2061139621305963,0.2061565885095297,0.182179575051405,0.2559281543089718,0.2534622240504593,0.2363262508567512,0.3209608918775438,0.3161250514191691,0.3054146675805346,0.427711909396567,0.4233511586452763,0.4120630568882796,0.0,0.46,0.52,0.32,0.376022680767694,0.412454638427223,0.533333333333333,0.803787109609499,0.548519431235614,0.414201245789833,1.76470588235294,1.71713140597151,0.2,0.08,,0.04500000000000004,0.084,0.12200000000000011,-0.079,-0.04000000000000001,-0.0038819181866394104,-0.03,8250.0,9485.0,0.2
North Carolina,Catawba,"Catawba, North Carolina",37035,0.2702967336871216,0.21180433714646643,36163.0,3018.0,159551,133790,14249,0.5964568325605092,0.878,0.7859999999999999,0.1584429152774105,0.245,0.11,0.866,0.8690000000000001,0.81,0.057,0.051,0.085,0.075,0.077,0.105,0.065,0.06,0.122,0.3,140.8463445717261,21.49260387919812,28.12236396771674,44.51302011095701,10.19437725381415,51.42857142857143,0.310729067176059,0.513530722699777,0.342566061763769,0.5924864692773,0.392868513212353,0.393505253104107,20,3.5098000000000003,2,34,0,18373,294,11515.440204072678,1.6001741686169924,R,56588,25689,976,83253,1,0.679711241636938,28224.0,31602.0,16682.0,52056.0,55051.0,37840.0,401.3726619,390.48249887793366,0.132,0.171,0.142,0.242,0.0279999999999999,0.049,0.5799,0.3394,0.7857,0.6616,0.6481,0.182,14,10,77.8,34.633730346,106.74795227,266.68302495,0.074289725542303,0.0821810299723447,0.0442136290265983,0.182737807973626,0.1996636519919276,0.1305354761737665,0.2434143314676811,0.2240227221765453,0.2787564039581725,0.3030128297534957,0.2806786755362882,0.3473226191311671,0.3670926537596129,0.3401450033634801,0.4273984139237841,0.4799844563807184,0.4485611779654683,0.5500035090181767,1.0,0.56,0.57,0.4,0.423287880921302,0.416950903084001,0.982800982800983,0.882972709079626,0.314106844076063,0.345296233485983,1.34710743801653,1.33254891541204,0.18,0.07,0.05849239654065516,0.09200000000000008,0.135,0.05900000000000005,-0.03400000000000001,-0.027999999999999997,0.037967400945746396,-0.062,14920.0,17211.0,0.16999999999999993
North Carolina,Chatham,"Chatham, North Carolina",37037,0.32618109914532706,0.2911173546574454,19960.0,2694.0,74470,61193,9254,0.6498492376948232,0.904,0.855,0.3105986608343596,0.465,0.187,0.8140000000000001,0.83,0.64,0.11,0.1,0.209,0.072,0.065,0.151,0.043,0.036,0.069,0.0,149.1369336025123,70.96667552714221,30.39726334679228,27.34860201280878,4.933239707227814,71.68252516010979,0.30945558739255,0.331741483603948,0.537090098694683,0.578478191658707,0.313276026743075,0.361668258516396,3,1.2085,0,6,0,4418,85,5932.590304820733,1.923947487550928,R,21186,26787,516,48489,1,0.4369238383963373,40967.0,44425.0,25367.0,67031.0,75848.0,40752.0,681.7172793,102.3752838884511,0.119,0.2339999999999999,0.153,0.285,0.035,0.045,0.2793,0.4148,0.8284,0.283,0.3809,0.1939999999999999,13,11,59.1,31.709685909,42.099221914,164.75522081,0.10839264133208,0.1153563316065563,0.0919602334125783,0.2502215657311669,0.2618927001454414,0.2344931921331316,0.2183161004431314,0.2084715572042554,0.225848281824076,0.2613804216463005,0.2501429902112986,0.2718824292197968,0.3041896065529743,0.2904253754514405,0.3268856710611627,0.404995300120854,0.3888353243017992,0.4308407175275556,1.0,0.62,0.65,0.46,0.354768012324346,0.401522499764528,0.605633802816901,0.720085979838543,0.263708821352614,0.335660552731298,0.804054054054054,0.992925680678692,0.16,0.07,0.03506374448788163,0.049000000000000044,0.278,0.18999999999999995,-0.10899999999999999,-0.086,0.023396098193978004,-0.03300000000000001,19058.0,35096.0,0.19
North Carolina,Cherokee,"Cherokee, North Carolina",37039,0.271138332835375,,7260.0,,28612,26776,453,0.6712806539509537,0.877,0.741,0.1477929155313351,0.1969999999999999,0.0,0.794,0.79,0.8270000000000001,0.098,0.099,0.025,0.104,0.107,0.147,0.053,0.047,0.474,0.0,23.33060755336617,2.938175697865353,201.7016967706623,28.89948502994012,5.235691616766467,72.12275449101796,0.54950652658389,0.711556829035339,0.584208850684495,0.610951926138173,0.314549506526584,0.600445717924228,1,2.097,0,5,0,2312,20,8080.525653571927,0.8650519031141869,R,12628,3583,183,16394,1,0.7702818104184458,23902.0,24436.0,14603.0,41438.0,41842.0,20179.0,455.5363265,60.737197870870574,0.165,0.283,0.206,0.087,0.006,0.048,0.7,0.4276,0.3457,0.2884,0.4869,0.214,14,10,109.1,41.413217646,24.681089264,213.40790345,0.1261009366699287,0.1291455034359127,0.0397350993377483,0.3048720816440654,0.3112115327158649,0.1854304635761589,0.181951628687264,0.1748580818643561,0.282560706401766,0.2243464280721375,0.2160890349566776,0.3355408388520971,0.2709352719138823,0.2614281446071108,0.4039735099337748,0.360128617363344,0.3513220794741559,0.5231788079470199,0.0,0.46,0.46,0.36,0.350441159496561,0.408599850694476,0.87037037037037,0.830066768281851,0.311584500681191,0.370314161951459,1.68055555555556,1.64877361048461,0.18,0.07,,0.136,0.1969999999999999,-0.03700000000000003,0.07400000000000001,-0.039999999999999994,0.08941040409816439,-0.427,9833.0,21663.0,0.10000000000000003
North Carolina,Chowan,"Chowan, North Carolina",37041,0.42148097203117835,,3677.0,,13943,8724,4792,0.6512586805555556,0.901,0.8109999999999999,0.1653645833333333,0.293,0.081,0.738,0.775,0.701,0.1369999999999999,0.124,0.129,0.123,0.099,0.17,0.077,0.064,0.104,0.0,78.94657444668006,17.2450060362173,71.738430583501,11.04548913043478,2.453625,62.2445652173913,0.471187519898122,0.776504297994269,0.355619229544731,0.913403374721426,0.341292581980261,0.627507163323782,1,3.5860000000000003,0,4,0,1399,22,10033.708671017715,1.5725518227305215,R,4471,3247,59,7777,1,0.5749003471775749,26256.0,30223.0,20595.0,46519.0,51670.0,25905.0,172.6570649,82.27291485713192,0.196,0.2339999999999999,0.157,0.402,0.0,0.102,0.8283,0.8481,0.3929,0.7173,0.8118,0.231,11,7,64.7,28.774071696,82.640977559,453.967053,0.107724306103421,0.1284961027051811,0.0753338898163606,0.2525281503263286,0.2841586428243924,0.2082637729549248,0.2209710966076167,0.1962402567629527,0.2575125208681135,0.2681632360324177,0.2386519944979367,0.311143572621035,0.3202323746682923,0.2864511691884456,0.3718697829716194,0.4240120490568744,0.3822787712058689,0.4795492487479132,0.0,0.52,0.58,0.38,0.425615032638656,0.415731651107234,1.0,0.866923416513432,0.427272730241942,0.396072897379272,3.66666666666667,2.53152652942004,0.18,0.07,,0.09000000000000008,0.21199999999999997,0.07400000000000007,-0.0050000000000000044,-0.07100000000000001,0.053162212888820504,-0.039999999999999994,9628.0,25765.0,0.19999999999999996
North Carolina,Clay,"Clay, North Carolina",37043,0.26014297651100177,,2802.0,,11231,10771,148,0.6747341400806748,0.8859999999999999,0.419,0.1817931793179318,0.24,0.2,0.8109999999999999,0.821,0.192,0.1,0.086,0.8079999999999999,0.084,0.087,0.0,0.031,0.027,0.0,0.0,103.17707250342,13.38098495212038,98.9671682626539,15.56504838709678,4.001145161290323,81.46774193548387,0.50334288443171,0.519898121617319,0.842088506844954,0.924546322827125,0.298312639286851,0.699458771092009,0,2.6712,0,3,0,687,18,6116.99759593981,2.6200873362445414,R,5112,1699,71,6882,1,0.7428073234524848,28467.0,28691.0,27893.0,42222.0,43694.0,,214.9833341,50.296922062666994,0.158,0.293,0.184,0.063,0.004,0.069,0.3707,0.3375,0.2311,0.2044,0.2191,0.184,8,5,106.1,31.968105881,20.986214798,243.71953506,0.1280384649630487,0.1305356977068053,0.054054054054054,0.3188496126791915,0.3237396713397085,0.2027027027027027,0.1847564776066245,0.1792776900937703,0.2837837837837837,0.2258035793785059,0.219292544796212,0.3378378378378378,0.2672958774819695,0.2596787670596973,0.4459459459459459,0.3535749265426053,0.346021725002321,0.5135135135135135,0.0,0.46,0.46,,0.52888615823385,0.422450862170788,0.384615384615385,0.771399441684371,0.267778261271757,0.374548418961237,0.636363636363636,1.37361242962155,0.18,0.07,,0.4669999999999999,0.03999999999999998,0.629,-0.722,0.087,0.07648164365275129,0.027,798.0,,
North Carolina,Cleveland,"Cleveland, North Carolina",37045,0.25380430391338304,,18847.0,,97947,74258,20415,0.585637613383133,0.862,0.775,0.1219986817739556,0.1969999999999999,0.095,0.72,0.7509999999999999,0.596,0.146,0.1369999999999999,0.185,0.131,0.11,0.216,0.083,0.076,0.115,0.0,152.8784212465459,19.61527141541296,34.81854467301197,37.44114007092199,9.620732269503543,41.42553191489362,0.4075135307227,0.842725246736708,0.658389048073862,0.919452403693091,0.344794651384909,0.730340655842088,2,2.4503,2,19,1,10956,222,11185.641214126006,2.026286966046002,R,33798,16955,484,51237,1,0.659640494174132,22589.0,24815.0,15815.0,42247.0,45432.0,30227.0,464.2063373,209.30132183268668,0.2019999999999999,0.179,0.162,0.27,0.005,0.078,0.864,0.7039,0.5174,0.7654,0.835,0.1939999999999999,16,11,85.6,29.11489201,94.133787582,188.18501787,0.0765413948359827,0.0854588057852352,0.0519226059270144,0.1896433785618753,0.2052573460098575,0.1505265735978447,0.2452550869347708,0.2262247838616714,0.2820964976732794,0.3071865396592034,0.2855719249104473,0.3509674259123194,0.3728138687249226,0.34770664440195,0.4282635317168748,0.4810765005564233,0.4556411430418271,0.5403869703649278,0.0,0.5,0.53,0.36,0.440089318636867,0.423048247075608,1.27863777089783,1.05232085300106,0.463978650423851,0.467057782619876,2.97399527186761,2.80571601615146,0.18,0.07,,0.08699999999999997,0.1019999999999999,0.15499999999999992,-0.0480000000000001,-0.106,0.033536199858220796,-0.03900000000000001,9000.0,15205.0,0.17000000000000004
North Carolina,Columbus,"Columbus, North Carolina",37047,0.22881597717546362,,8020.0,,55508,35050,16965,0.5853883861236803,0.85,0.8170000000000001,0.101866515837104,0.161,0.091,0.742,0.772,0.649,0.109,0.092,0.149,0.144,0.13,0.1969999999999999,0.066,0.068,0.068,0.0,136.5544489023467,43.22622028766087,35.08327024981075,36.39236942675159,6.13691082802548,51.51592356687898,0.59694364851958,0.972938554600446,0.562241324418975,0.881248010187838,0.521808341292582,0.822349570200573,6,3.0626,1,9,1,6150,149,11079.484038336816,2.4227642276422765,R,16832,9446,144,26422,1,0.637044886836727,22608.0,27030.0,15809.0,37628.0,42598.0,27157.0,938.1160101,60.00643779014,0.238,0.192,0.2,0.407,0.016,0.08,0.8637,0.907,0.8115,0.9007,0.9481,0.286,12,9,105.9,26.11556483,39.534388164,388.2797052,0.0866902068170353,0.0978031383737517,0.0725022104332449,0.2057180946890538,0.2248502139800285,0.1833775419982316,0.2292462347769691,0.2161483594864479,0.2323607427055703,0.290264466383224,0.2686162624821683,0.3074565281461833,0.3566152626648411,0.3279600570613409,0.3854406130268199,0.4733551920443899,0.4376319543509272,0.5144120247568523,0.0,0.45,0.48,0.36,0.466892982255423,0.419285391488595,1.2037037037037,0.923484624011375,0.433444956827,0.400965429660126,2.27941176470588,2.00513648599198,0.21,0.09,,0.03299999999999992,0.07,0.123,-0.056999999999999995,-0.06699999999999989,0.0253009279405068,0.0,11221.0,15441.0,0.12
North Carolina,Craven,"Craven, North Carolina",37049,0.3091107325383305,0.2420463922251765,22681.0,5280.0,102139,73375,21814,0.6032944124382554,0.925,0.831,0.1740760138431046,0.293,0.139,0.86,0.887,0.7759999999999999,0.081,0.068,0.126,0.057,0.042,0.0969999999999999,0.071,0.055,0.135,0.2,154.8786260111023,26.60637160983347,23.15527359238699,47.30003302961276,10.38538154897494,49.55353075170843,0.462909901305317,0.393505253104107,0.613180515759312,0.771410378860236,0.428525947150589,0.568927093282394,3,2.4476,1,21,0,8942,120,8754.736192835255,1.3419816595839855,R,31032,21148,791,52971,1,0.5858299824432236,29521.0,34084.0,19228.0,52687.0,59412.0,32210.0,706.5964617,145.8852479277848,0.153,0.18,0.168,0.341,0.023,0.067,0.5793,0.6501,0.8217,0.9054,0.8099,0.145,11,7,63.4,38.379499398,111.1919673,249.10825062,0.0829359989817797,0.0953594548551959,0.0606949665352525,0.1968200197769706,0.2219557069846678,0.1557715228752177,0.2377838044233838,0.2147461669505962,0.2598789768038874,0.3303243618989808,0.3084565587734242,0.3451453195195746,0.4057216146623719,0.3809063032367972,0.4258732923810397,0.5233652179872527,0.4965042589437819,0.5466214357751903,0.0,0.57,0.61,0.46,0.421245935294609,0.418503948613939,0.997150997150997,0.928466031950574,0.446876648662344,0.443697227111008,2.17241379310345,2.13513604808256,0.19,0.07,0.067064340313154,0.09400000000000008,0.15399999999999997,0.1110000000000001,-0.057999999999999996,-0.0549999999999999,0.0346644883199434,-0.08000000000000002,14856.0,27202.0,0.14999999999999997
